82	황경태	21두2B	-0.018	1	0	4.0	3	2	0	1	.667	4.50	-0.00	0.00	0.00	0.00	-0.19	-0.19	-56.81	0.01	-0.18	-0.019	-0.018
83	최보성	21N3B	-0.020	8	3	34.0	11	2	7	2	.818	2.38	0.03	0.00	0.00	0.00	-0.29	-0.26	-9.15	0.06	-0.20	-0.026	-0.020
84	김호은	21L1B	-0.021	2	1	9.0	11	9	2	0	1.000	11.00	-0.15	0.00	0.00	0.00	0.02	-0.13	-17.05	-0.08	-0.20	-0.013	-0.021
85	이형종	21L1B	-0.024	1	0	1.0	0	0	0	0		0.00	-0.23	0.00	0.00	0.00	0.00	-0.23	-278.17	-0.01	-0.24	-0.023	-0.024
86	이명기	21키1B	-0.024	2	2	12.0	15	13	2	0	1.000	11.25	-0.16	0.00	0.00	0.00	0.02	-0.14	-13.66	-0.10	-0.24	-0.014	-0.024
87	김현수	21L1B	-0.029	5	2	15.2	20	19	1	0	1.000	11.49	-0.19	0.00	0.00	0.00	0.03	-0.16	-12.14	-0.14	-0.30	-0.016	-0.029
88	모창민	21N1B	-0.031	3	2	16.0	16	15	1	0	1.000	9.00	-0.20	0.00	0.00	0.00	0.03	-0.17	-12.56	-0.13	-0.30	-0.017	-0.031
89	박해민	21삼1B	-0.033	4	1	14.2	14	14	0	0	1.000	8.59	-0.24	0.00	0.00	0.00	0.03	-0.21	-17.00	-0.13	-0.34	-0.021	-0.033
90	서예일	21두2B	-0.034	5	1	10.0	4	1	2	1	.750	2.70	-0.20	0.00	0.00	0.00	-0.17	-0.36	-43.61	0.02	-0.34	-0.036	-0.034
91	이병규	21롯1B	-0.035	3	2	17.0	16	16	0	0	1.000	8.47	-0.24	0.00	0.00	0.00	0.03	-0.20	-14.37	-0.15	-0.35	-0.020	-0.035
92	장준원	21L1B	-0.037	5	0	9.0	6	3	2	1	.833	5.00	-0.19	0.00	0.00	0.00	-0.17	-0.37	-48.84	0.00	-0.37	-0.037	-0.037
93	신용수	21롯3B	-0.040	3	1	9.0	5	2	2	1	.800	4.00	-0.25	0.00	0.00	0.00	-0.17	-0.42	-56.40	0.02	-0.41	-0.042	-0.040
94	오윤석	21롯K1B	-0.043	96	45	439.2	316	194	120	2	.994	6.43	-0.04	0.00	0.00	0.00	0.63	0.59	1.60	-1.02	-0.43	0.058	-0.043
95	프레이	21키1B	-0.043	1	1	6.0	7	5	2	0	1.000	10.50	-0.39	0.00	0.00	0.00	0.01	-0.38	-76.21	-0.05	-0.43	-0.038	-0.043
96	김용의	21L1B	-0.048	86	3	163.2	171	153	17	1	.994	9.35	0.72	0.00	0.00	0.00	0.12	0.84	6.14	-1.33	-0.49	0.084	-0.048
97	전민재	21두2B	-0.058	7	0	12.0	6	3	2	1	.833	3.75	-0.44	0.00	0.00	0.00	-0.17	-0.61	-60.70	0.02	-0.59	-0.060	-0.058
98	천성호	21K1B	-0.060	29	7	90.1	54	35	16	3	.944	5.08	0.01	0.00	0.00	0.00	-0.38	-0.37	-4.88	-0.23	-0.60	-0.037	-0.060
99	한동희	21롯1B	-0.065	128	116	1004.2	310	101	195	14	.955	2.65	-2.62	0.00	0.00	0.00	0.31	-2.30	-2.75	1.65	-0.66	-0.227	-0.065
100	김수환	21키1B	-0.066	11	10	85.1	61	50	9	2	.967	6.22	-0.01	0.00	0.00	0.00	-0.20	-0.22	-3.02	-0.44	-0.65	-0.022	-0.066
101	김규성	21K2B	-0.068	49	10	140.2	80	24	52	4	.950	4.86	-0.78	0.00	0.00	0.00	-0.35	-1.13	-9.63	0.45	-0.68	-0.113	-0.068
